id,title,authors,type,location,date,link,axis
T085,UM SCREENING DE SISTEMAS AQUOSOS BIFÁSICOS PARA A SEPARAÇÃO DE CORANTES DE INDUSTRIA TÊXTIL,"Luan Vittor Tavares Duarte de Alencar, Lais M.S. Passos, Cleide M. F. Soares, Álvaro S. Lima, Ranyere L. Souza",SESSÃO PÔSTER B,,Terça-feira 05/11,,Processos de separação; Termoquímica
T091,DESACIDIFICAÇÃO POR EXTRAÇÃO LÍQUIDO-LÍQUIDO DO ÓLEO DE PATAUÁ,"Débora T. V. Pereira, Ericsem Pereira, Marcela C. Ferreira, Julian Martínez, Antonio J. A. Meirelles, Guilherme J. Maximo",SESSÃO PÔSTER B,,Terça-feira 05/11,,Processos de separação; Termoquímica
T092,EQUILÍBRIO LÍQUIDO-LÍQUIDO DO SISTEMA ÓLEO DE PATAUÁ + ÁCIDO OLEICO + ETANOL ANIDRO A 25 °C,"Ericsem Pereira, Débora T. V. Pereira, Marcela C. Ferreira, Julian Martínez, Antonio J. A. Meirelles, Guilherme J. Maximo",SESSÃO PÔSTER B,,Terça-feira 05/11,,Processos de separação; Termoquímica
T101,PHASE BEHAVIOR DETERMINATION FOR CO2 + ACETONE + DIMETHYL SULFOXIDE AT HIGH PRESSURES,"Gryele K. P. Silva, Thiago V. Barros, Pedro F. A. Castillo, Vladimir F. Cabral, Lúcio Cardozo-Filho",SESSÃO PÔSTER B,,Terça-feira 05/11,,Processos de separação; Termoquímica
T103,INFLUÊNCIA DE PARÂMETROS OPERACIONAIS NA EFICIÊNCIA DE UMA COLUNA DE EXTRAÇÃO PULSADA E RECHEADA,"Ana Paula D. Bernardes, Luiz Mário N. Góis",SESSÃO PÔSTER B,,Terça-feira 05/11,,Processos de separação; Termoquímica
T105,STUDY OF AMMONIA SOLVATION IN RELINE BY MOLECULAR DYNAMICS SIMULATIONS,"Jéssica C. da S. L. Maciel, Charlles R. A. Abreu",SESSÃO PÔSTER B,,Terça-feira 05/11,,Processos de separação; Termoquímica
T108,CONTRIBUIÇÃO AO ESTUDO DO EQUILÍBRIO DE FASES DO TERNÁRIO ÁCIDO SALICÍLICO/ÁGUA/BUTANOL NAS TEMPERATURAS DE 333K E 353K,"Daniela de Melo Guimarães, Larissa Reis da Silva, Ricardo Francisco Pires, Sandra Cristina Dantas",SESSÃO PÔSTER B,,Terça-feira 05/11,,Processos de separação; Termoquímica
T109,ESTUDO DO HOLDUP DA FASE DISPERSA EM UMA COLUNA DE EXTRAÇÃO PULSADA COM RECHEIO,"Costa C. Jarlon, Peixoto M. Matheus, Sá B. Bruno, Mattedi Silvana, Gois N. Luiz Mário",SESSÃO PÔSTER B,,Terça-feira 05/11,,Processos de separação; Termoquímica
T116,AVALIAÇÃO DA ADSORÇÃO DE CAROTENOS DO ÓLEO DE PALMA HÍBRIDO EM RESINA POLIMÉRICA NOVA E REGENERADA,"Ludmila Prado Vidoca, Erislene Silva de Almeida, Marina Filardo Cardoso, Simone Monteiro e Silva",SESSÃO PÔSTER B,,Terça-feira 05/11,,Processos de separação; Termoquímica
T129,SIMULAÇÃO MOLECULAR DA ADSORÇÃO E TRANSPORTE DE GASES EM NOVAS NANOESTRUTURAS POROSAS DE CARBONO,"Vinícius Millán, André R. Muniz",SESSÃO PÔSTER B,,Terça-feira 05/11,,Processos de separação; Termoquímica
T137,MODELAGEM E SIMULAÇÃO TERMODINÂMICA DO EQUILÍBRIO DE FASES DE SISTEMAS BINÁRIOS CONTENDO COMPONENTES DO BIODIESEL A BAIXAS E ALTAS PRESSÕES,"Edson M. S. Igarashi, Nian V. Freire, Pedro F. Arce",SESSÃO PÔSTER B,,Terça-feira 05/11,,Processos de separação; Termoquímica
T143,ANÁLISE DO EFEITO BAROCALÓRICO EM BORRACHA NATURAL ATRAVÉS DE SIMULAÇÕES DE DINÂMICA MOLECULAR,"Caio M. Miliante, Augusto M. Christmann, Érik O. Usuda, William Imamura, Lucas S. Paixão, Alexandre M. G. Carvalho",SESSÃO PÔSTER B,,Terça-feira 05/11,,Processos de separação; Termoquímica
T144,LIQUID-LIQUID EQUILIBRIUM OF SHORT-CHAIN TRIACYLGLYCEROLS PLUS SOLVENT,"Arthur E. Pastore de Lima, Roberta Ceriani",SESSÃO PÔSTER B,,Terça-feira 05/11,,Processos de separação; Termoquímica
T150,AVALIAÇÃO DA INFLUÊNCIA DA TEMPERATURA NA DETERMINAÇÃO DOS PARÂMETROS DE SOLUBILIDADE UTILIZANDO A METODOLOGIA DE HANSEN,"Bruno Dias de Souza, Sampaio R. M., Marlus Pinheiro Rolemberg",SESSÃO PÔSTER B,,Terça-feira 05/11,,Processos de separação; Termoquímica
T156,"COMPORTAMENTO TERMODINÂMICO DO EQUILÍBRIO LÍQUIDO-VAPOR DE SISTEMAS TERNÁRIOS CONTENDO ÁGUA, METANOL E ACETONA (1.0 ATM) - EXPERIMENTAL E MODELAGEM","Alline Cristina Cunha Lisbôa, Franklin Dias Carvalho, Edson Massakazu de Souza Igarashi, Pedro Felipe Arce-Castillo",SESSÃO PÔSTER B,,Terça-feira 05/11,,Processos de separação; Termoquímica
T168,COMPORTAMENTO TERMODINÂMICO DO EQUILÍBRIO LÍQUIDO-LÍQUIDO DE SISTEMAS TERNÁRIOS À PRESSÃO ATMOSFÉRICA: EXPERIMENTAL E MODELAGEM,"Natália Inácio Lourenço, Edson Massakazu de Souza Igarashi, Pedro Felipe Arce-Castillo",SESSÃO PÔSTER B,,Terça-feira 05/11,,Processos de separação; Termoquímica
T169,EQUILÍBRIO LÍQUIDO-VAPOR DE MISTURAS DE PROPANO COM CRESÓIS EM ALTAS PRESSÕES UTILIZANDO EQUAÇÕES DE ESTADO CÚBICAS COM DIFERENTES REGRAS DE MISTURA,"Igor P. S. Pereira, André L. M. Nahes, Eduardo R. A. Lima, Pedro H. R. Alijó",SESSÃO PÔSTER B,,Terça-feira 05/11,,Processos de separação; Termoquímica
T173,SIMULAÇÃO DO PROCESSO DE DESTILAÇÃO DO MOSTO FERMENTADO UTILIZADO NA PRODUÇÃO DE CACHAÇA.,"João Vitor C. Gonçalves, Lorena P. Nascimento, Alan C. Almeida, Rodrigo F. R. Souza, Moisés T. Madureira, Cristiane S. S. Pereira",SESSÃO PÔSTER B,,Terça-feira 05/11,,Processos de separação; Termoquímica
T177,OBTENÇÃO DE COCRISTAIS DE CURCUMINA E TRANS-RESVERATROL UTILIZANDO TECNOLOGIA SUPERCRÍTICA,"Camila Dal Magro, Aline Elias dos Santos, J. Vladimir Oliveira, Marcelo Lanza, Gean P. S. Aguiar",SESSÃO PÔSTER B,,Terça-feira 05/11,,Processos de separação; Termoquímica
T180,"LIQUID-LIQUID EQUILIBRIUM OF SYSTEMS COMPOSED BY (ORTHO-, META-, PARA-CRESOL) + ETHANOL + WATER AT 298,15 K: EXPERIMENTAL AND MODELING","João F. C. Alves, Maurílio B. Mesquita, Pedro H. R. Alijó, Márcio L. L. Paredes",SESSÃO PÔSTER B,,Terça-feira 05/11,,Processos de separação; Termoquímica
T189,INFLUÊNCIA DE PARÂMETROS OPERACIONAIS NO COEFICIENTE DE TRANSFERÊNCIA DE MASSA DE UMA COLUNA DE EXTRAÇÃO PULSADA E RECHEADA,"Ana Paula D. Bernardes, Luiz Mário N. Góis",SESSÃO PÔSTER B,,Terça-feira 05/11,,Processos de separação; Termoquímica
T190,"DENSIDADE, VISCOSIDADE E TENSÃO SUPERFICIAL DE MISTURAS DE LÍQUIDOS IÔNICOS (2-HEAA E 2-HEAPE) ) EM PRESSÃO AMBIENTE E TEMPERATURAS ENTRE 293,15 E 373,15 K","Francisco M. T. Pereira Filho, Filipe X. Feitosa, Hosiberto B. de Sant'Ana",SESSÃO PÔSTER B,,Terça-feira 05/11,,Processos de separação; Termoquímica
T197,EQUILÍBRIO DE FASES DE SISTEMAS COMPOSTOS POR ÓLEO ESSENCIAL MODELO DE ALECRIM E SOLVENTE HIDROALCOÓLICO,"Camila Panzarin, Daniel Gonçalves, Cintia Bernardo Gonçalves, Christianne Elisabete da Costa Rodrigues",SESSÃO PÔSTER B,,Terça-feira 05/11,,Processos de separação; Termoquímica
T203,GROUP CONTRIBUTION METHODS TO PREDICT ENTHALPY VAPORIZATION OF AROMATIC AND TERPENE KETONES AT CONSTANT TEMPERATURE (298.15 K) AND AS FUNCTION OF REDUCED TEMPERATURE,"Fonseca L.A.A.P, Cremasco M.A",SESSÃO PÔSTER B,,Terça-feira 05/11,,Processos de separação; Termoquímica
T213,"OBTENÇÃO DE PARÂMETROS UNIQUAC-HOC PARA UMA UNIDADE DE EXTRAÇÃO DE 1,3-BUTADIENO COM NMP","Luana Sad Souto Maior, Williane Lopes Carneiro, Silvana Mattedi",SESSÃO PÔSTER B,,Terça-feira 05/11,,Processos de separação; Termoquímica
T226,CHOLINIUM CHLORIDE EFFECT AS ADJUVANT ON CONVENTIONAL AQUEOUS BIPHASIC SYSTEMS APPLIED TO BIOMOLECULES PARTITION,"Fabiane Oliveira Farias, José Pedro Wojeicchowski, Luciana Igarashi-Mafra, Marcos R. Mafra",SESSÃO PÔSTER B,,Terça-feira 05/11,,Processos de separação; Termoquímica
T227,STRATEGIES FOR SEPARATION AND PURIFICATION OF PHENOLIC COMPOUNDS FROM ROSEMARY (ROSMARINUS OFFICINALIS L.): DEEP EUTECTIC SOLVENTS AND AQUEOUS BIPHASIC SYSTEMS,"José Pedro Wojeicchowski, Fabiane Oliveira Farias, Flávia Batistão Cavalheiro, Natália Massaro da Silveira, Luciana Igarashi-Mafra, Marcos R. Mafra",SESSÃO PÔSTER B,,Terça-feira 05/11,,Processos de separação; Termoquímica
T228,DEEP EUTECTIC SOLVENTS-BASED AQUEOUS BIPHASIC SYSTEMS APPLIED TO BIOCOMPATIBLE SOLVENTS DEVELOPMENT: A BRIEF OVERVIEW,"Fabiane Oliveira Farias, Helena Passos, Luciana Igarashi-Mafra, João A.P. Coutinho, Marcos R. Mafra",SESSÃO PÔSTER B,,Terça-feira 05/11,,Processos de separação; Termoquímica
T232,USO DA SIMULAÇÃO MOLECULAR PARA PREDIÇÃO DO EQUILÍBRIO LÍQUIDO-VAPOR DE MISTURAS BINÁRIAS ENVOLVENDO O DIÓXIDO DE CARBONO,"Bruno F. Medeiros, Lucienne L. Romanielo",SESSÃO PÔSTER B,,Terça-feira 05/11,,Processos de separação; Termoquímica
T234,ESTUDO DA ADSORÇÃO DE CO2 SOBRE ESTRUTURAS BASEADAS EM GRAFENO E GRAFENO DOPADO COM NITROGÊNIO VIA TEORIA DO FUNCIONAL DA DENSIDADE,"Rafael R. Celin, Marcus V. J.Rocha,  Thiago Custódio, Celia M. Ronconi, Luciano T. Costa",SESSÃO PÔSTER B,,Terça-feira 05/11,,Processos de separação; Termoquímica
T236,ESTUDO DO EQUILÍBRIO LÍQUIDO-LÍQUIDO DE MISTURAS QUARTENÁRIAS CONTENDO CICLOHEXANO+BENZENO+DIMETILFORMAMIDA+TIOCIONATO DE SÓDIO,"Stephanie Lenhare, Stéphani Caroline Beneti, André Zuber, Andréia Fátima Zanette, Lúcio Cardozo Filho",SESSÃO PÔSTER B,,Terça-feira 05/11,,Processos de separação; Termoquímica
T251,AVALIAÇÃO DE DIFERENTES  CAMPOS DE FORÇA PARA DESCRIÇÃO DO EQUILÍBRIO LÍQUIDO VAPOR DA MISTURA BINÁRIA CH4-H2S E CO2-H2S,"Marcelo M. Pirete, C. G. Aimoli, Lucienne L. Romanielo",SESSÃO PÔSTER B,,Terça-feira 05/11,,Processos de separação; Termoquímica
T252,"ON THE RELATIONSHIP AMONG ISOPLETHS, THREE-PHASE LINES AND TWO-PHASE CONSTANT PHASE FRACTION
LINES FOR BINARY SYSTEMS","Matías J. Molina, Martín Cismondi, S. Belén Rodriguez-Reartes, Marcelo S. Zabaloy",SESSÃO PÔSTER B,,Terça-feira 05/11,,Processos de separação; Termoquímica
T255,"COEFICIENTES DE DISTRIBUIÇÃO DO ÓLEO EM SISTEMAS COMPOSTOS POR BORRA DE CAFÉ E SOLVENTES ALCOÓLICOS, A 80 °C","Tatiane Akemi Toda, Mariana M. Barreiro, Dayane C. G. Okiyama,  Maria Carolina Capellini, Christianne E. C. Rodrigues",SESSÃO PÔSTER B,,Terça-feira 05/11,,Processos de separação; Termoquímica
T256,MISTURAS DE SOLVENTES PARA EXTRAÇÃO DE ÓLEO DE FIBRA PRENSADA DE PALMA: INFLUÊNCIA SOBRE A TRANSFERÊNCIA DE ÁGUA E ÍNDICE DE RETENÇÃO,"Gabriela Lara Alvarenga, Maria Carolina Capellini, Maitê Sarria Cuevas, Christianne Elisabete da Costa Rodrigues",SESSÃO PÔSTER B,,Terça-feira 05/11,,Processos de separação; Termoquímica
T257,DETERMINAÇÃO DE COEFICIENTE DE PARTIÇÃO PARA O ÓLEO EM SISTEMAS COMPOSTOS POR SOJA LAMINADA OU MASSA EXPANDIDA DE SOJA E ETANOL A 60 ºC,"Maria C. Capellini, Rafaella F. Monteiro, Letícia A. de Oliveira, Tatiane A. Toda, Christianne E. C. Rodrigues",SESSÃO PÔSTER B,,Terça-feira 05/11,,Processos de separação; Termoquímica
T266,COMPUTATIONAL TOOL FOR AUTOMATIC SPECIATION CALCULATIONS OF AQUEOUS ELECTROLYTE SOLUTIONS,"Caio Felippe Curitiba Marcellos, Elvis do A. Soares, Juliana Braga Rodrigues Loureiro, Amaro G Barreto Jr",SESSÃO PÔSTER B,,Terça-feira 05/11,,Processos de separação; Termoquímica
T272,PREDICTION OF CO2 AND CH4 MIXTURE ADSORPTION ISOTHERMS ON NAY ZEOLITE AND ACTIVATED CARBON USING GRAND CANONICAL MONTE CARLO SIMULATION AND 3D LATTICE GAS MODEL,"Mateus U. C. Braga, Fernanda Pinzan, Leonardo H. de Oliveira, Jailton F. do Nascimento, Pedro A. Arroyo",SESSÃO PÔSTER B,,Terça-feira 05/11,,Processos de separação; Termoquímica
T277,ESTUDO HIDRODINÂMICO EM COLUNAS DE ABSORÇÃO GASOSA COM RECHEIO DE ANÉIS DE RASCHIG,"João Carlos F. Lima, Jamille C. de J. Rocha, Silvana Mattedi, Luiz Mário N. de Góis",SESSÃO PÔSTER B,,Terça-feira 05/11,,Processos de separação; Termoquímica
T279,HIGH-PRESSURE HYDROGENATION OF POLYBUTADIENE AT CONDITIONS FOUND FROM PHASE TRANSITIONS OF THE NON-REACTIVE SYSTEM POLYBUTADIENE + N-PENTANE + DIMETHYL ETHER + HYDROGEN,"Matías Menossi, Juan M. Milanesio, Andrés Ciolino, Lidia M. Quinzani, Marcelo S. Zabaloy",SESSÃO PÔSTER B,,Terça-feira 05/11,,Processos de separação; Termoquímica
T282,A STRATEGY TO COMPUTE CRITICAL SURFACES FOR HIGHLY ASYMMETRIC TERNARY SYSTEMS,"Gerardo O. Pisoni, Martín Cismondi, Marcelo S. Zabaloy",SESSÃO PÔSTER B,,Terça-feira 05/11,,Processos de separação; Termoquímica
T284,A THEORETICAL STUDY ON THE SIMULTANEOUS VAPOR LIQUID AND CHEMICAL EQUILIBRIA IN A HIGHLY RESTRICTED SYSTEM,"Matías J. Molina, S. Belén Rodriguez-Reartes, Marcelo S. Zabaloy, ",SESSÃO PÔSTER B,,Terça-feira 05/11,,Processos de separação; Termoquímica
T290,OTIMIZAÇÃO TERMODINÂMICA DE COLUNAS DE DESTILAÇÃO,"Lilian C. K. Biasi, Ana L. R. Romano, Roger J. Zemp, Antonio J. A. Meirelles",SESSÃO PÔSTER B,,Terça-feira 05/11,,Processos de separação; Termoquímica
T293,WATER ACTIVITIES AND PHYSICAL PROPERTIES OF THE (NH4)6Mo7O24 +PEG + H2O AND Na2MoO4?+ PEG +?H2O SYSTEM IN THE TEMPERATURE RANGE FROM 313.15 TO 333.15 K: EXPERIMENT AND MODELLING,"Francisca J. Justel, Grecia Villca, Yecid P. Jiménez",SESSÃO PÔSTER B,,Terça-feira 05/11,,Processos de separação; Termoquímica
T295,BIOMOLECULES SOLUBILITY IN CHOLINIUM CHLORIDE AQUEOUS SOLUTIONS AT 298.15 K,"Grazielle Oliveira, Mariana C. G. C. Dias, Fernando Castro Leal, Fabiane O. Farias, Luciana Igarashi-Mafra, Marcos R. Mafra",SESSÃO PÔSTER B,,Terça-feira 05/11,,Processos de separação; Termoquímica
T297,MEASUREMENT AND MODELING OF WATER ACTIVITIES OF THE CuSO4 + PEG 2000 or 4000 + H2O SYSTEMS AT DIFFERENT TEMPERATURES,"Francisca Justel, Yecid P. Jimenez",SESSÃO PÔSTER B,,Terça-feira 05/11,,Processos de separação; Termoquímica
T305,EQUILÍBRIO DE FASES ENTRE MATRIZES LIPÍDICAS ALIMENTARES E VITAMINA E,"Sabrina Sarkis de Andrade, Antônio José de Almeida Meirelles, Guilherme José Maximo",SESSÃO PÔSTER B,,Terça-feira 05/11,,Processos de separação; Termoquímica
T312,CARACTERIZAÇÃO DOS PARÂMETROS DE INTERAÇÃO BINÁRIA DO SISTEMA ETANOL-ÁGUA-PROPILENOGLICOL ,"Hídila Souza Teixeira da Silva, Luana F. da Silva, Elisa Barbosa Marra, Marisa F. Mendes, Cristiane de S. S. Pereira",SESSÃO PÔSTER B,,Terça-feira 05/11,,Processos de separação; Termoquímica
T313,PROPRIEDADES FÍSICAS DE SOLUÇÕES AQUOSAS DE LÍQUIDOS IÔNICOS BASEADOS EM DIBUTILAMÔNIO,"Fábio Costa, Fernanda Paixão, Tainá Leal, José  Mário Ferreira Jr, Silvana Mattedi",SESSÃO PÔSTER B,,Terça-feira 05/11,,Processos de separação; Termoquímica
T314,THERMODYNAMICS STUDY OF PARTITION OF ANTHOCYANINS FROM AÇAI BY ATPS ETHANOL/AMMONIUM SULFATE,"Ana Cristina de Abreu Siqueira, Ivanildo José da Silva Júnior, Hosiberto Batista de Sant'Ana",SESSÃO PÔSTER B,,Terça-feira 05/11,,Processos de separação; Termoquímica
T315,MULTISTAGE EXTRACTION FOR REMOVAL OF SUGARS FROM AÇAI BY ATPS PEG 4000/AMMONIUM SULFATE,"Ana Cristina de Abreu Siqueira, Ivanildo José da Silva Júnior, Hosiberto Batista de Sant'Ana",SESSÃO PÔSTER B,,Terça-feira 05/11,,Processos de separação; Termoquímica
T009,ANÁLISE DO DESEMPENHO DO CICLO DE REFRIGERAÇÃO POR ABSORÇÃO UTILIZANDO ALCANOS,"Gabriela A. Morais, Matheus I. H. Silva, Luciana Y. A. Silva",SESSÃO PÔSTER C,,Quarta-feira 06/11,,Demais Áreas de Aplicação
T018,"ESTUDO EXPERIMENTAL DA VISCOSIDADE CINEMÁTICA DE SOLUÇÕES AQUOSAS ENVOLVENDO AÇUCARES NO INTERVALO ENTRE 303,15 K E 363,15 K","Karine Varnier, Alessandro Cazonatto Galvão, Webber da Silva Robazza, Caroline Azeredo Luiz de França,  Dilian Henrique Hagemann",SESSÃO PÔSTER C,,Quarta-feira 06/11,,Demais Áreas de Aplicação
T022,REACTIVE SEPARATION PROCESSES APPLIED TO BIODIESEL PRODUCTION BY SOLID ACID-CATALYZED ROUTE,"Allan A. Albuquerque, Flora T. T. Ng, Leandro Danielski, Luiz Stragevitch",SESSÃO PÔSTER C,,Quarta-feira 06/11,,Demais Áreas de Aplicação
T023,REACTIVE SEPARATION PROCESSES APPLIED TO BIODIESEL PRODUCTION FROM TALL OIL,"Allan A. Albuquerque, Flora T. T. Ng, Leandro Danielski, Luiz Stragevitch",SESSÃO PÔSTER C,,Quarta-feira 06/11,,Demais Áreas de Aplicação
T024,LIMITATIONS OF HARD GAUSSIAN OVERLAP PLUS SQUARE-WELL EQUATION OF STATE VERIFIED BY MONTE CARLO SIMULATIONS,"Joyce Tavares Lopes, Luís Fernando Mercier Franco",SESSÃO PÔSTER C,,Quarta-feira 06/11,,Demais Áreas de Aplicação
T039,DINÂMICA MOLECULAR DE ELETRÓLITOS BASEADOS EM LÍQUIDOS IÔNICOS APLICADOS A BATERIAS DE SÓDIO,"João V. L. Mota,  Tuanan C. Lourenço, Daniel Brandell, Luciano T. Costa",SESSÃO PÔSTER C,,Quarta-feira 06/11,,Demais Áreas de Aplicação
T045,EQUILÍBRIO DE FASE A ALTA PRESSÃO DOS SISTEMAS METANOL + GLICEROL + CO2 E METANOL + GLICEROL + NaOH + CO2.,"Bruno Miranda Nogueira, Papa Matar Ndiaye",SESSÃO PÔSTER C,,Quarta-feira 06/11,,Demais Áreas de Aplicação
T051,KRAFT LIGNIN SOLUBILITY AND ITS TIME-DEPENDENCE IN PROTIC IONIC LIQUIDS AQUEOUS SOLUTIONS,"Lívia C. G. Petrin, Rafael M. Dias, Mariana C. Costa",SESSÃO PÔSTER C,,Quarta-feira 06/11,,Demais Áreas de Aplicação
T053,ANÁLISE COMPARATIVA DE MÉTODOS DE ESTIMAÇÃO DE PROPRIEDADES TERMODINÂMICAS PARA COMPOSTOS PRESENTES EM PROCESSOS BIOTECNOLÓGICOS ,"Suzimara R. Silva, Túlio F. Anacleto, Esly F. Costa, Boutros Sarrouh, Andréa O. Costa",SESSÃO PÔSTER C,,Quarta-feira 06/11,,Demais Áreas de Aplicação
T055,VAPOR-LIQUID EQUILIBRIA FOR TWO BINARY SYSTEMS OF IONIC LIQUIDS + H2O THROUGH HYGROSCOPIC METHOD,"Anne C. Belusso, Rafael de P. Soares, Paula B. Staudt",SESSÃO PÔSTER C,,Quarta-feira 06/11,,Demais Áreas de Aplicação
T056,INFINITE DILUTION ACTIVITY COEFFICIENT OF SOLVENTS IN POLY-3-HYDROXYBUTYRATE FROM INVERSE GAS CHROMATOGRAPHY,"Maria Lina Strack, Anne C. Belusso, Lucas da S. Guadagnin, Débora J. L. Faccin, Nilo S. M. Cardozo, Rafael de P. Soares",SESSÃO PÔSTER C,,Quarta-feira 06/11,,Demais Áreas de Aplicação
T065,AVALIAÇÃO DO IMPACTO DA EXERGIA QUÍMICA NA ANÁLISE EXERGÉTICA DE UM FORNO ROTATIVO UTILIZADO PARA A PRODUÇÃO DE CLÍNQUER,"Túlio F. Anacleto, Suzimara R. Silva, Letícia F. Turetta, Andréa O. S. Costa",SESSÃO PÔSTER C,,Quarta-feira 06/11,,Demais Áreas de Aplicação
T066,MINIMIZAÇÃO DA ENERGIA DE GIBBS PARA A PREDIÇÃO DA COMPOSIÇÃO DOS GASES DE EXAUSTÃO DE UM FORNO DE CALCINAÇÃO ALIMENTADO COM RESÍDUOS TÊXTEIS E GÁS NATURAL COMO COMBUSTÍVEIS,"Tomás P. L. Camargos, Gabriela R. Niquini, Andréa O. S. Costa, Esly F. C. Júnior",SESSÃO PÔSTER C,,Quarta-feira 06/11,,Demais Áreas de Aplicação
T068,ABORDAGEM TERMODINÂMICA DA REAÇÃO DE GASEIFICAÇÃO COM ÁGUA SUPERCRITICA DO GLICEROL UTILIZANDO SUPERFÍCIES DE RESPOSTA,"Julles Mitoura dos Santos Junior, Annamaria Doria Souza Vidotti, Reginaldo Guirardello, Antonio Carlos Daltro de Freitas",SESSÃO PÔSTER C,,Quarta-feira 06/11,,Demais Áreas de Aplicação
T069,ANÁLISE DO CENÁRIO DE INIBIÇÃO DOS HIDRATOS DE GÁS NATURAL COM ÊNFASE NA MODELAGEM DE INIBIDORES TERMODINÂMICOS,"Ana C. G. Ferrari, André Zuber",SESSÃO PÔSTER C,,Quarta-feira 06/11,,Demais Áreas de Aplicação
T070,MODELAGEM MATEMÁTICA DAS TEMPERATURAS NORMAIS DE EBULIÇÃO DE ÁCIDOS GRAXOS E ÉSTERES METÍLICOS E ETÍLICOS,"Pedro Mendes Corrêa Daud, Marina Curi,  Joaquín Ariel Móron-Villarreyes, Eduardo da Rosa Silva",SESSÃO PÔSTER C,,Quarta-feira 06/11,,Demais Áreas de Aplicação
T078,EFEITO DO PH E TEMPERATURA NO COMPORTAMENTO DO EQUILÍBRIO LÍQUIDO-LÍQUIDO DE SISTEMAS AQUOSOS BIFÁSICO FORMADOS POR TRITON X- 114 + ÁGUA + SAL,"Otto A. Q. Jimenez, Bruno R. de Souza, Abimael C. Medeiros, Rodrigo C. Basso",SESSÃO PÔSTER C,,Quarta-feira 06/11,,Demais Áreas de Aplicação
T084,PONTOS CRÍTICOS E SUA CORRELAÇÃO COM OS COEFICIENTES DE PARTIÇÃO OCTANOL-ÁGUA DOS FORMADORES DE SISTEMAS AQUOSOS BIFÁSICOS,"Luan V. T. D. de Alencar, Lais M.S. Passos, Cleide M. F. Soares, Álvaro S. Lima, Ranyere L. Souza",SESSÃO PÔSTER C,,Quarta-feira 06/11,,Demais Áreas de Aplicação
T087,DETERMINAÇÃO DO PONTO FULGOR E DO VOLUME MOLAR DE EXCESSO DE MISTURAS BINÁRIAS CONTENDO D-LIMONENO,"Julcelly Dayara de Oliveira Henriques, Filipe Hobi Bordón Sosa, Patricia Fazzio Martins Martinez, Mariana Conceição da Costa",SESSÃO PÔSTER C,,Quarta-feira 06/11,,Demais Áreas de Aplicação
T093,DADOS EXPERIMENTAIS DO COMPORTAMENTO DE FASES DO SISTEMA TERNÁRIO {CO2 + CLOROFORMIO+ PHBV},"Rogerio Favareto, Paulo C. C. Araujo, Leandro Ferreira-Pinto, Pedro F. Arce, Lucio Cardozo-Filho",SESSÃO PÔSTER C,,Quarta-feira 06/11,,Demais Áreas de Aplicação
T094,DADOS DE EQUILÍBRIO DE FASES DO SISTEMA BINÁRIO {ROTENONA + CO2} ,"Leandro Ferreira-Pinto, Paulo C. C. Araujo, Gilson S. Croscato, Ossalin Almeida, Vladimir F. Cabral, Lucio Cardozo-Filho",SESSÃO PÔSTER C,,Quarta-feira 06/11,,Demais Áreas de Aplicação
T097,PREDIÇÃO DE PROPRIEDADES TERMOFÍSICAS DE MISTURAS BINÁRIAS AQUOSAS DE LÍQUIDOS IÔNICOS BASEADOS EM AMÔNIO COM USO DE REDES NEURAIS ARTIFICIAIS,"Alexandre S. Zimmermann, Silvana Mattedi",SESSÃO PÔSTER C,,Quarta-feira 06/11,,Demais Áreas de Aplicação
T112,"DENSIDADE, VELOCIDADE DO SOM E PROPRIEDADES DERIVADAS DE D-GLICOSE, D-GALACTOSE E D-LACTOSE EM SOLUÇÕES AQUOSAS DE BICARBONATO DE SÓDIO EM DIFERENTES TEMPERATURAS","AILTON FREITAS BALIEIRO FERREIRA, PETERSON YAMAGUSHI GOMES DE MEDEIROS, FREDERICO RIBEIRO DO CARMO, FILIPE XAVIER FEITOSA, HOSIBERTO BATISTA DE SANT'ANA",SESSÃO PÔSTER C,,Quarta-feira 06/11,,Demais Áreas de Aplicação
T113,ANÁLISE DO COMPORTAMENTO TÉRMICO DE FILMES COMPÓSITOS DE QUITOSANA E DIÓXIDO DE TITÂNIO,"Lourdes Akaho Etshindo, Angela Sanches Rocha , Lúcia R. Raddi de Araujo, Priscila Tamiasso-Martinhon, Célia R. Sousa da Silva ",SESSÃO PÔSTER C,,Quarta-feira 06/11,,Demais Áreas de Aplicação
T117,SÍNTESE E AVALIAÇÃO DA DECOMPOSIÇÃO TÉRMICA DE PEROXOCOMPLEXOS DE MOLIBDÊNIO,"Ariana Liporace Maia, Priscila Tamiasso Martinhon, Célia Regina Sousa da Silva, Alexandre Braga da Rocha, Angela Sanches Rocha",SESSÃO PÔSTER C,,Quarta-feira 06/11,,Demais Áreas de Aplicação
T121,MOLECULAR DYNAMICS SIMULATION DATA FOR SOME AQUEOUS AMINO ACIDS: VALIDATION AND RESULTS USING TWO DIFFERENT FORCE FIELDS,"Luiz Guilherme Lomônaco Germiniani, Luís Fernando Mercier Franco, Marisa Masumi Beppu",SESSÃO PÔSTER C,,Quarta-feira 06/11,,Demais Áreas de Aplicação
